N de Orden;Descripcion Ubicacion Tí©cnica;Descripcion Operacion
6009643;ALSINA, ADOLFO 2501-2600 Calzada;
6009643;ALSINA, ADOLFO 2501-2600 Calzada;
6009643;ALSINA, ADOLFO 2501-2600 Calzada;
6009643;ALSINA, ADOLFO 2501-2600 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009645;ESTOMBA 2901-3000 Calzada;
6009645;ESTOMBA 2901-3000 Calzada;
6009645;ESTOMBA 2901-3000 Calzada;6.A.Provisií_n y colocacií_n de material a
6009647;IBERA 3951-4000 Calzada;
6009647;IBERA 3951-4000 Calzada;6.A.Provisií_n y colocacií_n de material a
6009649;ESCOBAR 2501-2600 Calzada;
6009649;ESCOBAR 2501-2600 Calzada;
6009649;ESCOBAR 2501-2600 Calzada;6.A.Provisií_n y colocacií_n de material a
6009651;TRONADOR 2601-2700 Calzada;6.A.Provisií_n y colocacií_n de material a
6009654;DEL LIBERTADOR AV. 3801-3900 Calzada;1. Provisií_n y aplicacií_n de material te
6009656;DEL LIBERTADOR AV. 3901-4400 Calzada;1. Provisií_n y aplicacií_n de material te
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;
6009658;BOULOGNE SUR MER 901-1000 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009671;MEDRANO AV. 927-978 Calzada;10.1.Demarcacií_n horizontal. Pintura ter
6009672;MEDRANO AV. 897-925 Calzada;10.1.Demarcacií_n horizontal. Pintura ter
6009870;SOMELLERA 1801-1860 Calzada;1. Provisií_n y aplicacií_n de material te
6009888;BOEDO AV. 1601-1700 Calzada;1. Provisií_n y aplicacií_n de material te
6009951;USPALLATA 501-599 Acera Impar;
6009951;USPALLATA 501-599 Acera Impar;
6009951;USPALLATA 501-599 Acera Impar;
6009951;USPALLATA 501-599 Acera Impar;1.a. Levantamiento y Recolocacií_n de Gra
6010127;MORETO 1601-1650 Calzada;Levantamiento y retiro de materiales. De
6010127;MORETO 1601-1650 Calzada;Levantamiento y retiro de materiales. De
6010127;MORETO 1601-1650 Calzada;Levantamiento y retiro de materiales. De
6010127;MORETO 1601-1650 Calzada;Movimiento de suelos. Excavacion de todo
6010127;MORETO 1601-1650 Calzada;Movimiento de suelos. Excavacion de todo
6010127;MORETO 1601-1650 Calzada;Movimiento de suelos. Excavacion de todo
6010127;MORETO 1601-1650 Calzada;Movimiento de suelos. Saneamiento inclui
6010127;MORETO 1601-1650 Calzada;Construccion de sub bases y bases. De su
6010127;MORETO 1601-1650 Calzada;Construccion de sub bases y bases. De su
6010127;MORETO 1601-1650 Calzada;Construccion de sub bases y bases. De su
6010127;MORETO 1601-1650 Calzada;"Const.y/o reparacion pavimento de HŒ_ in		M2			37.500	54.800		0.000	0.000	0.00	0.00		00000	20130227	20130228"
6010127;MORETO 1601-1650 Calzada;"Const.y/o reparacion pavimento de HŒ_ in		M2			13.200	0.000		0.000	0.000	0.00	0.00		00000	20130301	20130302"
6010127;MORETO 1601-1650 Calzada;"Const.y/o reparacion pavimento de HŒ_ in		M2			4.100	0.000		0.000	0.000	0.00	0.00		00000	20130225	20130225"
6010225;SARMIENTO 3401-3500 Calzada;6.A.Provisií_n y colocacií_n de material a
6010523;GAONA AV. 3852-3878 Calzada;1. Provisií_n y aplicacií_n de material te
6010547;HELGUERA 301-400 Calzada;
6010547;HELGUERA 301-400 Calzada;
6010547;HELGUERA 301-400 Calzada;
6010547;HELGUERA 301-400 Calzada;
6010547;HELGUERA 301-400 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;
6010959;MORSE 4301-4400 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6010961;CASAFOUST 601-659 Acera Impar;6.B.Provisií_n y colocacií_n de material a
6010966;OLLEROS 2301-2400 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011014;VENEZUELA 1301-1400 Calzada;6.A.Provisií_n y colocacií_n de material a
6011047;WASHINGTON 3601-3700 Calzada;
6011047;WASHINGTON 3601-3700 Calzada;
6011047;WASHINGTON 3601-3700 Calzada;
6011047;WASHINGTON 3601-3700 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011067;DIAZ, CESAR, GRAL. 3701-3800 Calzada;
6011067;DIAZ, CESAR, GRAL. 3701-3800 Calzada;
6011067;DIAZ, CESAR, GRAL. 3701-3800 Calzada;
6011067;DIAZ, CESAR, GRAL. 3701-3800 Calzada;
6011067;DIAZ, CESAR, GRAL. 3701-3800 Calzada;
6011067;DIAZ, CESAR, GRAL. 3701-3800 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;
6011084;ALVAREZ, CRISOSTOMO 4451-4500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;
6011090;BOSCH, VENTURA 6401-6500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;
6011096;BERMUDEZ 2151-2200 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011098;CAMPANA 201-300 Calzada;
6011098;CAMPANA 201-300 Calzada;
6011098;CAMPANA 201-300 Calzada;
6011098;CAMPANA 201-300 Calzada;
6011098;CAMPANA 201-300 Calzada;
6011098;CAMPANA 201-300 Calzada;
6011098;CAMPANA 201-300 Calzada;
6011098;CAMPANA 201-300 Calzada;
6011098;CAMPANA 201-300 Calzada;
6011098;CAMPANA 201-300 Calzada;
6011098;CAMPANA 201-300 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011130;TRONADOR 4401-4500 Calzada;
6011130;TRONADOR 4401-4500 Calzada;
6011130;TRONADOR 4401-4500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011211;RINCON 401-500 Calzada;
6011211;RINCON 401-500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011216;CASTRO, EMILIO 5091-5100 Calzada;1. Provisií_n y aplicacií_n de material te
6011226;YRIGOYEN, HIPOLITO 2001-2100 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011227;URIBURU JOSE E., Pres. 501-600 Calzada;
6011227;URIBURU JOSE E., Pres. 501-600 Calzada;
6011227;URIBURU JOSE E., Pres. 501-600 Calzada;
6011227;URIBURU JOSE E., Pres. 501-600 Calzada;
6011227;URIBURU JOSE E., Pres. 501-600 Calzada;
6011227;URIBURU JOSE E., Pres. 501-600 Calzada;
6011227;URIBURU JOSE E., Pres. 501-600 Calzada;
6011227;URIBURU JOSE E., Pres. 501-600 Calzada;
6011227;URIBURU JOSE E., Pres. 501-600 Calzada;
6011227;URIBURU JOSE E., Pres. 501-600 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011228;ECUADOR 601-700 Calzada;
6011228;ECUADOR 601-700 Calzada;
6011228;ECUADOR 601-700 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011230;JUNIN 301-400 Calzada;
6011230;JUNIN 301-400 Calzada;
6011230;JUNIN 301-400 Calzada;
6011230;JUNIN 301-400 Calzada;
6011230;JUNIN 301-400 Calzada;
6011230;JUNIN 301-400 Calzada;
6011230;JUNIN 301-400 Calzada;
6011230;JUNIN 301-400 Calzada;
6011230;JUNIN 301-400 Calzada;
6011230;JUNIN 301-400 Calzada;
6011230;JUNIN 301-400 Calzada;
6011230;JUNIN 301-400 Calzada;
6011230;JUNIN 301-400 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011317;CAMPANA 2201-2300 Calzada;6.A.Provisií_n y colocacií_n de material a
6011336;GUEMES 4101-4200 Calzada;
6011336;GUEMES 4101-4200 Calzada;
6011336;GUEMES 4101-4200 Calzada;
6011336;GUEMES 4101-4200 Calzada;
6011336;GUEMES 4101-4200 Calzada;
6011336;GUEMES 4101-4200 Calzada;
6011336;GUEMES 4101-4200 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011437;BRUSELAS 801-900 Calzada;
6011437;BRUSELAS 801-900 Calzada;
6011437;BRUSELAS 801-900 Calzada;
6011437;BRUSELAS 801-900 Calzada;
6011437;BRUSELAS 801-900 Calzada;
6011437;BRUSELAS 801-900 Calzada;6.A.Provisií_n y colocacií_n de material a
6011465;BONIFACIO, JOSE 3601-3700 Calzada;2.C.Levantamiento y retiro de materiales
6011465;BONIFACIO, JOSE 3601-3700 Calzada;2.C.Levantamiento y retiro de materiales
6011465;BONIFACIO, JOSE 3601-3700 Calzada;3.A.Movimiento de suelos. Excavacií_n de
6011465;BONIFACIO, JOSE 3601-3700 Calzada;3.A.Movimiento de suelos. Excavacií_n de
6011465;BONIFACIO, JOSE 3601-3700 Calzada;3.B.Movimiento de suelo. Saniamiento inc
6011465;BONIFACIO, JOSE 3601-3700 Calzada;3.B.Movimiento de suelo. Saniamiento inc
6011465;BONIFACIO, JOSE 3601-3700 Calzada;5.A.Construccií_n de sub bases y bases. D
6011465;BONIFACIO, JOSE 3601-3700 Calzada;5.A.Construccií_n de sub bases y bases. D
6011465;BONIFACIO, JOSE 3601-3700 Calzada;7.A.Construccií_n y/o reparacií_n de pavim
6011465;BONIFACIO, JOSE 3601-3700 Calzada;7.A.Construccií_n y/o reparacií_n de pavim
6011520;MAZA 101-200 Calzada;6.A.Provisií_n y colocacií_n de material a
6011542;LAFERRERE, GREGORIO de 2301-2343 Calzada;
6011542;LAFERRERE, GREGORIO de 2301-2343 Calzada;
6011542;LAFERRERE, GREGORIO de 2301-2343 Calzada;
6011542;LAFERRERE, GREGORIO de 2301-2343 Calzada;
6011542;LAFERRERE, GREGORIO de 2301-2343 Calzada;
6011542;LAFERRERE, GREGORIO de 2301-2343 Calzada;
6011542;LAFERRERE, GREGORIO de 2301-2343 Calzada;
6011542;LAFERRERE, GREGORIO de 2301-2343 Calzada;
6011542;LAFERRERE, GREGORIO de 2301-2343 Calzada;6.A.Provisií_n y colocacií_n de material a
6011621;HOLMBERG 2501-2600 Calzada;
6011621;HOLMBERG 2501-2600 Calzada;
6011621;HOLMBERG 2501-2600 Calzada;
6011621;HOLMBERG 2501-2600 Calzada;
6011621;HOLMBERG 2501-2600 Calzada;
6011621;HOLMBERG 2501-2600 Calzada;
6011621;HOLMBERG 2501-2600 Calzada;
6011621;HOLMBERG 2501-2600 Calzada;
6011621;HOLMBERG 2501-2600 Calzada;
6011621;HOLMBERG 2501-2600 Calzada;
6011621;HOLMBERG 2501-2600 Calzada;
6011621;HOLMBERG 2501-2600 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011626;GUALEGUAYCHU 4651-4700 Calzada;
6011626;GUALEGUAYCHU 4651-4700 Calzada;
6011626;GUALEGUAYCHU 4651-4700 Calzada;
6011626;GUALEGUAYCHU 4651-4700 Calzada;
6011626;GUALEGUAYCHU 4651-4700 Calzada;
6011626;GUALEGUAYCHU 4651-4700 Calzada;
6011626;GUALEGUAYCHU 4651-4700 Calzada;
6011626;GUALEGUAYCHU 4651-4700 Calzada;
6011626;GUALEGUAYCHU 4651-4700 Calzada;
6011626;GUALEGUAYCHU 4651-4700 Calzada;
6011626;GUALEGUAYCHU 4651-4700 Calzada;
6011626;GUALEGUAYCHU 4651-4700 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011652;ROOSEVELT FRANKLIN D. 4401-4500 Calzada;
6011652;ROOSEVELT FRANKLIN D. 4401-4500 Calzada;
6011652;ROOSEVELT FRANKLIN D. 4401-4500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011653;ROOSEVELT FRANKLIN D. 4802-4900 Calzada;
6011653;ROOSEVELT FRANKLIN D. 4802-4900 Calzada;
6011653;ROOSEVELT FRANKLIN D. 4802-4900 Calzada;
6011653;ROOSEVELT FRANKLIN D. 4802-4900 Calzada;
6011653;ROOSEVELT FRANKLIN D. 4802-4900 Calzada;
6011653;ROOSEVELT FRANKLIN D. 4802-4900 Calzada;
6011653;ROOSEVELT FRANKLIN D. 4802-4900 Calzada;
6011653;ROOSEVELT FRANKLIN D. 4802-4900 Calzada;
6011653;ROOSEVELT FRANKLIN D. 4802-4900 Calzada;
6011653;ROOSEVELT FRANKLIN D. 4802-4900 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011654;SUPERI 2701-2800 Calzada;
6011654;SUPERI 2701-2800 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;
6011667;SUCRE, ANTONIO JOSE de, Mcal 801-900 Cal;6.A.Provisií_n y colocacií_n de material a
6011668;JURAMENTO 1501-1600 Calzada;
6011668;JURAMENTO 1501-1600 Calzada;
6011668;JURAMENTO 1501-1600 Calzada;
6011668;JURAMENTO 1501-1600 Calzada;
6011668;JURAMENTO 1501-1600 Calzada;
6011668;JURAMENTO 1501-1600 Calzada;
6011668;JURAMENTO 1501-1600 Calzada;
6011668;JURAMENTO 1501-1600 Calzada;12.A.Bacheo superficial con carpeta tipo
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;
6011692;GARCIA, JUAN AGUSTIN 5001-5099  Impar;12.A.Bacheo superficial con carpeta tipo
6011739;COLLIVADINO, PIO 401-500 Calzada;
6011739;COLLIVADINO, PIO 401-500 Calzada;
6011739;COLLIVADINO, PIO 401-500 Calzada;
6011739;COLLIVADINO, PIO 401-500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011749;COSQUIN 4901-5000 Calzada;
6011749;COSQUIN 4901-5000 Calzada;
6011749;COSQUIN 4901-5000 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011793;ARGERICH 5101-5200 Calzada;
6011793;ARGERICH 5101-5200 Calzada;
6011793;ARGERICH 5101-5200 Calzada;
6011793;ARGERICH 5101-5200 Calzada;Cierre de aperturas de empresas de servi
6011911;RUIZ HUIDOBRO 3201-3300 Calzada;
6011911;RUIZ HUIDOBRO 3201-3300 Calzada;
6011911;RUIZ HUIDOBRO 3201-3300 Calzada;
6011911;RUIZ HUIDOBRO 3201-3300 Calzada;
6011911;RUIZ HUIDOBRO 3201-3300 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6011934;BONIFACIO, JOSE 3502-3600 Acera Par;2.C.Levantamiento y retiro de materiales
6011934;BONIFACIO, JOSE 3502-3600 Acera Par;2.C.Levantamiento y retiro de materiales
6011934;BONIFACIO, JOSE 3502-3600 Acera Par;3.A.Movimiento de suelos. Excavacií_n de
6011934;BONIFACIO, JOSE 3502-3600 Acera Par;3.A.Movimiento de suelos. Excavacií_n de
6011934;BONIFACIO, JOSE 3502-3600 Acera Par;3.B.Movimiento de suelo. Saniamiento inc
6011934;BONIFACIO, JOSE 3502-3600 Acera Par;3.B.Movimiento de suelo. Saniamiento inc
6011934;BONIFACIO, JOSE 3502-3600 Acera Par;5.A.Construccií_n de sub bases y bases. D
6011934;BONIFACIO, JOSE 3502-3600 Acera Par;5.A.Construccií_n de sub bases y bases. D
6011934;BONIFACIO, JOSE 3502-3600 Acera Par;7.A.Construccií_n y/o reparacií_n de pavim
6011934;BONIFACIO, JOSE 3502-3600 Acera Par;7.A.Construccií_n y/o reparacií_n de pavim
6011936;COCHABAMBA 501-600 Calzada;
6011936;COCHABAMBA 501-600 Calzada;
6011936;COCHABAMBA 501-600 Calzada;
6011936;COCHABAMBA 501-600 Calzada;
6011936;COCHABAMBA 501-600 Calzada;
6011936;COCHABAMBA 501-600 Calzada;
6011936;COCHABAMBA 501-600 Calzada;
6011936;COCHABAMBA 501-600 Calzada;
6011936;COCHABAMBA 501-600 Calzada;
6011936;COCHABAMBA 501-600 Calzada;
6011936;COCHABAMBA 501-600 Calzada;1.a. Levantamiento y Recolocacií_n de Gra
6012094;JUSTO, JUAN B. AV. PARCELA 8727;
6012094;JUSTO, JUAN B. AV. PARCELA 8727;6.A.Provisií_n y colocacií_n de material a
6012138;LA GLORIA 1901-2000 Calzada;
6012138;LA GLORIA 1901-2000 Calzada;
6012138;LA GLORIA 1901-2000 Calzada;
6012138;LA GLORIA 1901-2000 Calzada;
6012138;LA GLORIA 1901-2000 Calzada;
6012138;LA GLORIA 1901-2000 Calzada;
6012138;LA GLORIA 1901-2000 Calzada;
6012138;LA GLORIA 1901-2000 Calzada;12.A.Bacheo superficial con carpeta tipo
6012138;LA GLORIA 1901-2000 Calzada;6.A.Provisií_n y colocacií_n de material a
6012261;BAUNESS 2901-2950 Calzada;1. Provisií_n y aplicacií_n de material te
6012263;BLANCO ENCALADA 1701-1800 Calzada;
6012263;BLANCO ENCALADA 1701-1800 Calzada;
6012263;BLANCO ENCALADA 1701-1800 Calzada;
6012263;BLANCO ENCALADA 1701-1800 Calzada;12.A.Bacheo superficial con carpeta tipo
6012268;SARMIENTO 4301-4400 Calzada;
6012268;SARMIENTO 4301-4400 Calzada;Cierre de aperturas de empresas de servi
6012421;UGARTE, MANUEL 2701-2800 Calzada;
6012421;UGARTE, MANUEL 2701-2800 Calzada;
6012421;UGARTE, MANUEL 2701-2800 Calzada;
6012421;UGARTE, MANUEL 2701-2800 Calzada;
6012421;UGARTE, MANUEL 2701-2800 Calzada;
6012421;UGARTE, MANUEL 2701-2800 Calzada;6.A.Provisií_n y colocacií_n de material a
6012427;GUALEGUAYCHU 4601-4650 Calzada;
6012427;GUALEGUAYCHU 4601-4650 Calzada;
6012427;GUALEGUAYCHU 4601-4650 Calzada;
6012427;GUALEGUAYCHU 4601-4650 Calzada;
6012427;GUALEGUAYCHU 4601-4650 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6012428;HABANA 3841-3900 Calzada;
6012428;HABANA 3841-3900 Calzada;
6012428;HABANA 3841-3900 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6012429;JUAREZ, BENITO 4301-4400 Calzada;
6012429;JUAREZ, BENITO 4301-4400 Calzada;
6012429;JUAREZ, BENITO 4301-4400 Calzada;
6012429;JUAREZ, BENITO 4301-4400 Calzada;
6012429;JUAREZ, BENITO 4301-4400 Calzada;
6012429;JUAREZ, BENITO 4301-4400 Calzada;
6012429;JUAREZ, BENITO 4301-4400 Calzada;
6012429;JUAREZ, BENITO 4301-4400 Calzada;
6012429;JUAREZ, BENITO 4301-4400 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;
6012430;LAMARCA, EMILIO 3701-3800 Calzada;Cierre de aperturas de empresas de servi
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;
6012432;LLAVALLOL 2151-2200 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6012433;NUEVA YORK 3501-3600 Calzada;
6012433;NUEVA YORK 3501-3600 Calzada;
6012433;NUEVA YORK 3501-3600 Calzada;12.A.Bacheo superficial con carpeta tipo
6012434;CUZCO 117-199 Acera Impar;6.A.Provisií_n y colocacií_n de material a
6012448;TRONADOR 3351-3400 Calzada;
6012448;TRONADOR 3351-3400 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6012451;MILLER 3801-3900 Calzada;
6012451;MILLER 3801-3900 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6012455;LAMARCA, EMILIO 2201-2250 Calzada;
6012455;LAMARCA, EMILIO 2201-2250 Calzada;
6012455;LAMARCA, EMILIO 2201-2250 Calzada;
6012455;LAMARCA, EMILIO 2201-2250 Calzada;
6012455;LAMARCA, EMILIO 2201-2250 Calzada;
6012455;LAMARCA, EMILIO 2201-2250 Calzada;7.B.Construccií_n y/o reparacií_n de pavim
6012457;SANTA FE AV. 1801-1900 Calzada;
6012457;SANTA FE AV. 1801-1900 Calzada;
6012457;SANTA FE AV. 1801-1900 Calzada;
6012457;SANTA FE AV. 1801-1900 Calzada;
6012457;SANTA FE AV. 1801-1900 Calzada;
6012457;SANTA FE AV. 1801-1900 Calzada;
6012457;SANTA FE AV. 1801-1900 Calzada;
6012457;SANTA FE AV. 1801-1900 Calzada;
6012457;SANTA FE AV. 1801-1900 Calzada;
6012457;SANTA FE AV. 1801-1900 Calzada;
6012457;SANTA FE AV. 1801-1900 Calzada;
